file_id,entity_id,entity_type,raw_layer,length,bbox_x_min,bbox_y_min,bbox_x_max,bbox_y_max,bbox_width,bbox_height,aspect_ratio,center_x,center_y,start_x,start_y,end_x,end_y,radius,start_angle,end_angle,n_vertices,is_closed,text_content,is_geometric,weak_label
1595655549SINGLE FAMILY HOUSE EXECTING FIRST FLOOR  PLAN OPT-1,1595655549SINGLE FAMILY HOUSE EXECTING FIRST FLOOR  PLAN OPT-1__0,LINE,INTERNALWALL,358.0,114619.834857095,-74375.99756332986,114977.834857095,-74375.99756332986,358.0,0.0,,114798.834857095,-74375.99756332986,114619.834857095,-74375.99756332986,114977.834857095,-74375.99756332986,,,,,,,True,other
1595655549SINGLE FAMILY HOUSE EXECTING FIRST FLOOR  PLAN OPT-1,1595655549SINGLE FAMILY HOUSE EXECTING FIRST FLOOR  PLAN OPT-1__1,LINE,INTERNALWALL,266.0,114977.834857095,-74375.99756332986,115243.834857095,-74375.99756332986,266.0,0.0,,115110.834857095,-74375.99756332986,114977.834857095,-74375.99756332986,115243.834857095,-74375.99756332986,,,,,,,True,other
1595655549SINGLE FAMILY HOUSE EXECTING FIRST FLOOR  PLAN OPT-1,1595655549SINGLE FAMILY HOUSE EXECTING FIRST FLOOR  PLAN OPT-1__2,LINE,INTERNALWALL,131.53316478489432,115129.834857095,-74393.99756332986,115261.3680218799,-74393.99756332986,131.53316478489432,0.0,,115195.60143948744,-74393.99756332986,115129.834857095,-74393.99756332986,115261.3680218799,-74393.99756332986,,,,,,,True,other
1595655549SINGLE FAMILY HOUSE EXECTING FIRST FLOOR  PLAN OPT-1,1595655549SINGLE FAMILY HOUSE EXECTING FIRST FLOOR  PLAN OPT-1__3,LINE,01,520.5490932810935,114623.834857095,-74371.99756332986,115144.3839503761,-74371.99756332986,520.5490932810935,0.0,,114884.10940373557,-74371.99756332986,114623.834857095,-74371.99756332986,115144.3839503761,-74371.99756332986,,,,,,,True,other
1595655549SINGLE FAMILY HOUSE EXECTING FIRST FLOOR  PLAN OPT-1,1595655549SINGLE FAMILY HOUSE EXECTING FIRST FLOOR  PLAN OPT-1__4,LINE,01,13.37090671849728,115226.4639503761,-74371.99756332986,115239.8348570946,-74371.99756332986,13.37090671849728,0.0,,115233.14940373536,-74371.99756332986,115226.4639503761,-74371.99756332986,115239.8348570946,-74371.99756332986,,,,,,,True,other
1595655549SINGLE FAMILY HOUSE EXECTING FIRST FLOOR  PLAN OPT-1,1595655549SINGLE FAMILY HOUSE EXECTING FIRST FLOOR  PLAN OPT-1__5,LINE,01,516.5490932810935,114627.834857095,-74367.99756332987,115144.3839503761,-74367.99756332985,516.5490932810935,2.9103830456733704e-11,,114886.10940373557,-74367.99756332986,114627.834857095,-74367.99756332987,115144.3839503761,-74367.99756332985,,,,,,,True,other
1595655549SINGLE FAMILY HOUSE EXECTING FIRST FLOOR  PLAN OPT-1,1595655549SINGLE FAMILY HOUSE EXECTING FIRST FLOOR  PLAN OPT-1__6,LINE,01,9.370906718904736,115226.4639503761,-74367.99756332986,115235.834857095,-74367.99756332985,9.370906718904736,1.4551915228366852e-11,,115231.14940373556,-74367.99756332985,115226.4639503761,-74367.99756332985,115235.834857095,-74367.99756332986,,,,,,,True,other
1595655549SINGLE FAMILY HOUSE EXECTING FIRST FLOOR  PLAN OPT-1,1595655549SINGLE FAMILY HOUSE EXECTING FIRST FLOOR  PLAN OPT-1__7,LINE,Dash,121.0,114764.834857095,-74354.99756332987,114885.834857095,-74354.99756332987,121.0,0.0,,114825.334857095,-74354.99756332987,114764.834857095,-74354.99756332987,114885.834857095,-74354.99756332987,,,,,,,True,other
1595655549SINGLE FAMILY HOUSE EXECTING FIRST FLOOR  PLAN OPT-1,1595655549SINGLE FAMILY HOUSE EXECTING FIRST FLOOR  PLAN OPT-1__8,LINE,Wood work,109.0,114776.834857095,-74342.99756332989,114885.834857095,-74342.99756332987,109.0,1.4551915228366852e-11,,114831.334857095,-74342.99756332987,114776.834857095,-74342.99756332989,114885.834857095,-74342.99756332987,,,,,,,True,other
1595655549SINGLE FAMILY HOUSE EXECTING FIRST FLOOR  PLAN OPT-1,1595655549SINGLE FAMILY HOUSE EXECTING FIRST FLOOR  PLAN OPT-1__9,LINE,INTERNALWALL,515.5490932810935,114628.834857095,-74366.99756332989,115144.3839503761,-74366.9975633298,515.5490932810935,8.731149137020111e-11,,114886.60940373557,-74366.99756332985,114628.834857095,-74366.9975633298,115144.3839503761,-74366.99756332989,,,,,,,True,other
1595655549SINGLE FAMILY HOUSE EXECTING FIRST FLOOR  PLAN OPT-1,1595655549SINGLE FAMILY HOUSE EXECTING FIRST FLOOR  PLAN OPT-1__10,LINE,INTERNALWALL,8.370906718904735,115226.4639503761,-74366.9975633299,115234.834857095,-74366.99756332989,8.370906718904735,1.4551915228366852e-11,,115230.64940373556,-74366.9975633299,115226.4639503761,-74366.9975633299,115234.834857095,-74366.99756332989,,,,,,,True,other
1595655549SINGLE FAMILY HOUSE EXECTING FIRST FLOOR  PLAN OPT-1,1595655549SINGLE FAMILY HOUSE EXECTING FIRST FLOOR  PLAN OPT-1__11,LINE,INTERNALWALL,131.0059168676089,115243.834857095,-74375.99756332986,115243.834857095,-74244.99164646225,0.0,131.0059168676089,0.0,115243.834857095,-74310.49460489606,115243.834857095,-74375.99756332986,115243.834857095,-74244.99164646225,,,,,,,True,other
1595655549SINGLE FAMILY HOUSE EXECTING FIRST FLOOR  PLAN OPT-1,1595655549SINGLE FAMILY HOUSE EXECTING FIRST FLOOR  PLAN OPT-1__12,LINE,INTERNALWALL,142.6558291841793,115261.3680218799,-74393.99756332986,115261.3680218799,-74251.34173414568,0.0,142.6558291841793,0.0,115261.3680218799,-74322.66964873776,115261.3680218799,-74393.99756332986,115261.3680218799,-74251.34173414568,,,,,,,True,other
1595655549SINGLE FAMILY HOUSE EXECTING FIRST FLOOR  PLAN OPT-1,1595655549SINGLE FAMILY HOUSE EXECTING FIRST FLOOR  PLAN OPT-1__13,LINE,INTERNALWALL,18.0,115129.834857095,-74393.99756332986,115129.834857095,-74375.99756332986,0.0,18.0,0.0,115129.834857095,-74384.99756332986,115129.834857095,-74393.99756332986,115129.834857095,-74375.99756332986,,,,,,,True,other
1595655549SINGLE FAMILY HOUSE EXECTING FIRST FLOOR  PLAN OPT-1,1595655549SINGLE FAMILY HOUSE EXECTING FIRST FLOOR  PLAN OPT-1__14,LINE,01,124.99408255555318,115239.8348570946,-74371.99756332986,115239.834857095,-74247.0034807743,4.074536263942719e-10,124.99408255555318,3.2597833278481848e-12,115239.8348570948,-74309.50052205208,115239.8348570946,-74371.99756332986,115239.834857095,-74247.0034807743,,,,,,,True,other
1595655549SINGLE FAMILY HOUSE EXECTING FIRST FLOOR  PLAN OPT-1,1595655549SINGLE FAMILY HOUSE EXECTING FIRST FLOOR  PLAN OPT-1__15,LINE,01,122.32347985841623,115235.834857095,-74367.99756332986,115235.834857095,-74245.67408347144,0.0,122.32347985841623,0.0,115235.834857095,-74306.83582340064,115235.834857095,-74367.99756332986,115235.834857095,-74245.67408347144,,,,,,,True,other
1595655549SINGLE FAMILY HOUSE EXECTING FIRST FLOOR  PLAN OPT-1,1595655549SINGLE FAMILY HOUSE EXECTING FIRST FLOOR  PLAN OPT-1__16,LINE,INTERNALWALL,121.6558291842084,115234.834857095,-74366.99756332989,115234.834857095,-74245.34173414568,0.0,121.6558291842084,0.0,115234.834857095,-74306.16964873779,115234.834857095,-74366.99756332989,115234.834857095,-74245.34173414568,,,,,,,True,other
1595655549SINGLE FAMILY HOUSE EXECTING FIRST FLOOR  PLAN OPT-1,1595655549SINGLE FAMILY HOUSE EXECTING FIRST FLOOR  PLAN OPT-1__17,LINE,01,41.99999999998545,115006.834857095,-74186.99756332987,115006.834857095,-74144.99756332989,0.0,41.99999999998545,0.0,115006.834857095,-74165.99756332987,115006.834857095,-74186.99756332987,115006.834857095,-74144.99756332989,,,,,,,True,other
1595655549SINGLE FAMILY HOUSE EXECTING FIRST FLOOR  PLAN OPT-1,1595655549SINGLE FAMILY HOUSE EXECTING FIRST FLOOR  PLAN OPT-1__18,LINE,01,41.99999999998545,114996.834857095,-74186.99756332987,114996.834857095,-74144.99756332989,0.0,41.99999999998545,0.0,114996.834857095,-74165.99756332987,114996.834857095,-74186.99756332987,114996.834857095,-74144.99756332989,,,,,,,True,other
1595655549SINGLE FAMILY HOUSE EXECTING FIRST FLOOR  PLAN OPT-1,1595655549SINGLE FAMILY HOUSE EXECTING FIRST FLOOR  PLAN OPT-1__19,LINE,01,41.99999999998545,114986.834857095,-74186.99756332987,114986.834857095,-74144.99756332989,0.0,41.99999999998545,0.0,114986.834857095,-74165.99756332987,114986.834857095,-74186.99756332987,114986.834857095,-74144.99756332989,,,,,,,True,other
1595655549SINGLE FAMILY HOUSE EXECTING FIRST FLOOR  PLAN OPT-1,1595655549SINGLE FAMILY HOUSE EXECTING FIRST FLOOR  PLAN OPT-1__20,LINE,01,41.99999999998545,114976.834857095,-74186.99756332987,114976.834857095,-74144.99756332989,0.0,41.99999999998545,0.0,114976.834857095,-74165.99756332987,114976.834857095,-74186.99756332987,114976.834857095,-74144.99756332989,,,,,,,True,other
1595655549SINGLE FAMILY HOUSE EXECTING FIRST FLOOR  PLAN OPT-1,1595655549SINGLE FAMILY HOUSE EXECTING FIRST FLOOR  PLAN OPT-1__21,LINE,01,41.99999999998545,114966.834857095,-74186.99756332987,114966.834857095,-74144.99756332989,0.0,41.99999999998545,0.0,114966.834857095,-74165.99756332987,114966.834857095,-74186.99756332987,114966.834857095,-74144.99756332989,,,,,,,True,other
1595655549SINGLE FAMILY HOUSE EXECTING FIRST FLOOR  PLAN OPT-1,1595655549SINGLE FAMILY HOUSE EXECTING FIRST FLOOR  PLAN OPT-1__22,LINE,01,41.99999999998545,114956.834857095,-74186.99756332987,114956.834857095,-74144.99756332989,0.0,41.99999999998545,0.0,114956.834857095,-74165.99756332987,114956.834857095,-74186.99756332987,114956.834857095,-74144.99756332989,,,,,,,True,other
1595655549SINGLE FAMILY HOUSE EXECTING FIRST FLOOR  PLAN OPT-1,1595655549SINGLE FAMILY HOUSE EXECTING FIRST FLOOR  PLAN OPT-1__23,LINE,01,41.99999999998545,114946.834857095,-74186.99756332987,114946.834857095,-74144.99756332989,0.0,41.99999999998545,0.0,114946.834857095,-74165.99756332987,114946.834857095,-74186.99756332987,114946.834857095,-74144.99756332989,,,,,,,True,other
1595655549SINGLE FAMILY HOUSE EXECTING FIRST FLOOR  PLAN OPT-1,1595655549SINGLE FAMILY HOUSE EXECTING FIRST FLOOR  PLAN OPT-1__24,LINE,01,41.99999999998545,114936.834857095,-74186.99756332987,114936.834857095,-74144.99756332989,0.0,41.99999999998545,0.0,114936.834857095,-74165.99756332987,114936.834857095,-74186.99756332987,114936.834857095,-74144.99756332989,,,,,,,True,other
1595655549SINGLE FAMILY HOUSE EXECTING FIRST FLOOR  PLAN OPT-1,1595655549SINGLE FAMILY HOUSE EXECTING FIRST FLOOR  PLAN OPT-1__25,LINE,01,41.99999999998545,114926.834857095,-74186.99756332987,114926.834857095,-74144.99756332989,0.0,41.99999999998545,0.0,114926.834857095,-74165.99756332987,114926.834857095,-74186.99756332987,114926.834857095,-74144.99756332989,,,,,,,True,other
1595655549SINGLE FAMILY HOUSE EXECTING FIRST FLOOR  PLAN OPT-1,1595655549SINGLE FAMILY HOUSE EXECTING FIRST FLOOR  PLAN OPT-1__26,LINE,01,41.99999999998545,114916.834857095,-74186.99756332987,114916.834857095,-74144.99756332989,0.0,41.99999999998545,0.0,114916.834857095,-74165.99756332987,114916.834857095,-74186.99756332987,114916.834857095,-74144.99756332989,,,,,,,True,other
