file_id,entity_id,entity_type,raw_layer,length,bbox_x_min,bbox_y_min,bbox_x_max,bbox_y_max,bbox_width,bbox_height,aspect_ratio,center_x,center_y,start_x,start_y,end_x,end_y,radius,start_angle,end_angle,n_vertices,is_closed,text_content,is_geometric,weak_label
14503710921475-Open plan house design,14503710921475-Open plan house design__0,INSERT,13004 proposed upper ground floor plan$0$INSERTION POINTS,,-328503.8674431527,-986017.3662047918,-327503.8674431518,-985017.3662047918,1000.0000000009312,1000.0,1.0000000000009313,-328003.86744315224,-985517.3662047918,,,,,,,,,,,False,other
14503710921475-Open plan house design,14503710921475-Open plan house design__1,LWPOLYLINE,www.cadblocksfree.com,14349.799999985786,-340222.7962391926,-849775.7161432907,-329922.9962392068,-845725.7161432899,10299.799999985786,4050.000000000815,2.543160493823139,-335072.8962391997,-847750.7161432903,,,,,,,,3.0,False,,True,other
14503710921475-Open plan house design,14503710921475-Open plan house design__2,LWPOLYLINE,www.cadblocksfree.com,3522.742666354424,-343312.6552881421,-847615.1465912709,-342831.6594086401,-845928.8231856049,480.9958795019775,1686.323405666044,0.2852334717562669,-343072.15734839113,-846771.9848884379,,,,,,,,4.0,False,,True,other
14503710921475-Open plan house design,14503710921475-Open plan house design__3,LWPOLYLINE,www.cadblocksfree.com,1800.1999999260763,-345825.8051956939,-849423.6247668222,-344431.7834843137,-848687.4538798595,1394.021711380221,736.1708869626746,1.8936115731657568,-345128.7943400038,-849055.5393233409,,,,,,,,3.0,False,,True,other
14503710921475-Open plan house design,14503710921475-Open plan house design__4,HATCH,www.cadblocksfree.com,,-342022.9962391649,-850125.7161432946,-341947.9962391975,-849775.7161432907,74.99999996740371,350.0000000038417,0.2142857141902299,-341985.4962391812,-849950.7161432926,,,,,,,,,,,False,other
14503710921475-Open plan house design,14503710921475-Open plan house design__5,LWPOLYLINE,www.cadblocksfree.com,1400.0000000107211,-354573.4412814053,-846639.6874730741,-354140.5266132867,-846206.7728049571,432.9146681185812,432.91466811695136,1.0000000000037648,-354356.983947346,-846423.2301390156,,,,,,,,4.0,True,,True,other
14503710921475-Open plan house design,14503710921475-Open plan house design__6,LWPOLYLINE,www.cadblocksfree.com,1399.9999999692884,-356130.7923417595,-852070.8160551232,-355697.8776736595,-851637.9013870135,432.9146681000129,432.9146681097336,0.999999999977546,-355914.33500770945,-851854.3587210684,,,,,,,,4.0,True,,True,other
14503710921475-Open plan house design,14503710921475-Open plan house design__7,LWPOLYLINE,www.cadblocksfree.com,1130.0354384068123,-346373.9861280006,-854854.7533488774,-345989.1345446762,-854443.8896692274,384.8515833243728,410.8636796500068,0.9366892290216736,-346181.5603363384,-854649.3215090524,,,,,,,,5.0,False,,True,other
14503710921475-Open plan house design,14503710921475-Open plan house design__8,LWPOLYLINE,www.cadblocksfree.com,1399.9999998512114,-344864.6981524183,-849423.6247668222,-344431.7834843295,-848990.7100987744,432.91466808877885,432.9146680478007,1.0000000000946565,-344648.2408183739,-849207.1674327983,,,,,,,,4.0,True,,True,other
14503710921475-Open plan house design,14503710921475-Open plan house design__9,LWPOLYLINE,www.cadblocksfree.com,1549.9999999271258,-345569.6264742266,-846524.268158985,-345142.3885727432,-845034.3125303469,427.2379014833714,1489.9556286380391,0.2867453857494449,-345356.0075234849,-845779.290344666,,,,,,,,2.0,False,,True,other
14503710921475-Open plan house design,14503710921475-Open plan house design__10,LWPOLYLINE,www.cadblocksfree.com,2150.000000079923,-345994.0259924809,-848639.2173425913,-345401.4056774369,-846572.5046962515,592.6203150440124,2066.712646339787,0.28674538576689,-345697.71583495894,-847605.8610194214,,,,,,,,2.0,False,,True,other
14503710921475-Open plan house design,14503710921475-Open plan house design__11,LWPOLYLINE,www.cadblocksfree.com,3349.8000000574366,-349478.7542929119,-848927.4223989104,-346258.7198638032,-848004.0923843764,3220.034429108724,923.3300145339454,3.487414443831385,-347868.73707835755,-848465.7573916435,,,,,,,,2.0,False,,True,other
14503710921475-Open plan house design,14503710921475-Open plan house design__12,LWPOLYLINE,www.cadblocksfree.com,4850.000000033929,-354236.9996878291,-847976.5286487973,-349574.8804624966,-846639.6874730722,4662.119225332513,1336.8411757251015,3.4874144438315824,-351905.94007516286,-847308.1080609348,,,,,,,,2.0,False,,True,other
14503710921475-Open plan house design,14503710921475-Open plan house design__13,LWPOLYLINE,www.cadblocksfree.com,349.9999999324274,-345922.2782702223,-849023.8954734374,-345825.8051957079,-848687.4538799231,96.47307451441884,336.4415935142897,0.2867453857494624,-345874.0417329651,-848855.6746766802,,,,,,,,2.0,False,,True,other
14503710921475-Open plan house design,14503710921475-Open plan house design__14,LWPOLYLINE,www.cadblocksfree.com,1.934912304696005e-09,-346162.2467892869,-848590.9808053903,-346162.246789285,-848590.98080539,1.920852810144424e-09,2.3283064365386963e-10,,-346162.2467892859,-848590.9808053902,,,,,,,,2.0,False,,True,other
14503710921475-Open plan house design,14503710921475-Open plan house design__15,LWPOLYLINE,www.cadblocksfree.com,1300.0000153830033,-346280.4145805147,-850273.5908056065,-345922.2782702204,-849023.8954734376,358.1363102943287,1249.6953321688345,0.2865788973323495,-346101.3464253675,-849648.743139522,,,,,,,,2.0,False,,True,other
14503710921475-Open plan house design,14503710921475-Open plan house design__16,LWPOLYLINE,www.cadblocksfree.com,1300.0000153829872,-346424.6101940591,-850232.267385677,-346066.4738837648,-848982.5720535081,358.1363102942705,1249.6953321688345,0.2865788973323029,-346245.54203891195,-849607.4197195926,,,,,,,,2.0,False,,True,other
14503710921475-Open plan house design,14503710921475-Open plan house design__17,LWPOLYLINE,www.cadblocksfree.com,1300.0000153829712,-347241.7186708087,-849998.1013394092,-346883.5823605145,-848748.4060072404,358.1363102942123,1249.6953321688345,0.2865788973322563,-347062.6505156616,-849373.2536733248,,,,,,,,2.0,False,,True,other
14503710921475-Open plan house design,14503710921475-Open plan house design__18,LINE,www.cadblocksfree.com,3799.999999997152,-349974.5546284905,-850417.7800599984,-346321.7601838829,-849370.3581080507,3652.794444607629,1047.4219519477338,3.487414444403303,-348148.1574061867,-849894.0690840245,-346321.7601838829,-850417.7800599984,-349974.5546284905,-849370.3581080507,,,,,,,True,other
14503710921475-Open plan house design,14503710921475-Open plan house design__19,LINE,www.cadblocksfree.com,3550.0399721512667,-349837.0828555143,-850232.2562200553,-346424.5654111915,-849253.7325892398,3412.517444322817,978.5236308154416,3.487414444430978,-348130.8241333529,-849742.9944046475,-346424.5654111915,-850232.2562200553,-349837.0828555143,-849253.7325892398,,,,,,,True,other
14503710921475-Open plan house design,14503710921475-Open plan house design__20,LWPOLYLINE,www.cadblocksfree.com,149.99999999987608,-349974.5546284886,-849370.3581080507,-349933.2090251223,-849226.1688536583,41.34560336632421,144.1892543924041,0.2867453857123371,-349953.8818268054,-849298.2634808545,,,,,,,,2.0,False,,True,other
