file_id,entity_id,entity_type,raw_layer,length,bbox_x_min,bbox_y_min,bbox_x_max,bbox_y_max,bbox_width,bbox_height,aspect_ratio,center_x,center_y,start_x,start_y,end_x,end_y,radius,start_angle,end_angle,n_vertices,is_closed,text_content,is_geometric,weak_label
1587136825Typical floor plan Residential,1587136825Typical floor plan Residential__0,MTEXT,Wall,,,,,,,,,,,,,,,,,,,,,False,other
1587136825Typical floor plan Residential,1587136825Typical floor plan Residential__1,LINE,Win,41.999999999999886,5932.216461372311,386.6298499172907,5932.216461372312,428.6298499172906,9.094947017729282e-13,41.999999999999886,2.1654635756498353e-14,5932.216461372311,407.6298499172906,5932.216461372312,428.6298499172906,5932.216461372311,386.6298499172907,,,,,,,True,window
1587136825Typical floor plan Residential,1587136825Typical floor plan Residential__2,LINE,Win,41.99999999999994,5937.216461372311,386.6298499172906,5937.216461372312,428.6298499172905,9.094947017729282e-13,41.99999999999994,2.165463575649832e-14,5937.216461372311,407.6298499172906,5937.216461372312,428.6298499172905,5937.216461372311,386.6298499172906,,,,,,,True,window
1587136825Typical floor plan Residential,1587136825Typical floor plan Residential__3,LINE,Win1,42.0,5934.216461372311,386.6298499172906,5934.216461372312,428.6298499172906,9.094947017729282e-13,42.0,2.1654635756498293e-14,5934.216461372311,407.6298499172906,5934.216461372312,428.6298499172906,5934.216461372311,386.6298499172906,,,,,,,True,other
1587136825Typical floor plan Residential,1587136825Typical floor plan Residential__4,LINE,Win1,42.0,5935.216461372311,386.6298499172906,5935.216461372312,428.6298499172906,9.094947017729282e-13,42.0,2.1654635756498293e-14,5935.216461372311,407.6298499172906,5935.216461372312,428.6298499172906,5935.216461372311,386.6298499172906,,,,,,,True,other
1587136825Typical floor plan Residential,1587136825Typical floor plan Residential__5,LINE,ver,42.0,5878.216461372311,386.6298499172906,5878.216461372312,428.6298499172906,9.094947017729282e-13,42.0,2.1654635756498293e-14,5878.216461372311,407.6298499172906,5878.216461372312,428.6298499172906,5878.216461372311,386.6298499172906,,,,,,,True,other
1587136825Typical floor plan Residential,1587136825Typical floor plan Residential__6,LINE,ver,42.0,5881.216461372311,386.6298499172906,5881.216461372312,428.6298499172906,9.094947017729282e-13,42.0,2.1654635756498293e-14,5881.216461372311,407.6298499172906,5881.216461372312,428.6298499172906,5881.216461372311,386.6298499172906,,,,,,,True,other
1587136825Typical floor plan Residential,1587136825Typical floor plan Residential__7,LINE,Win1,42.0,5880.216461372311,386.6298499172906,5880.216461372312,428.6298499172906,9.094947017729282e-13,42.0,2.1654635756498293e-14,5880.216461372311,407.6298499172906,5880.216461372312,428.6298499172906,5880.216461372311,386.6298499172906,,,,,,,True,other
1587136825Typical floor plan Residential,1587136825Typical floor plan Residential__8,LINE,Win1,42.0,5879.216461372311,386.6298499172906,5879.216461372312,428.6298499172906,9.094947017729282e-13,42.0,2.1654635756498293e-14,5879.216461372311,407.6298499172906,5879.216461372312,428.6298499172906,5879.216461372311,386.6298499172906,,,,,,,True,other
1587136825Typical floor plan Residential,1587136825Typical floor plan Residential__9,LINE,Wall,22.00000000000034,6265.21646137231,432.6298499172897,6265.216461372311,454.62984991729,9.094947017729282e-13,22.00000000000034,4.134066826240519e-14,6265.216461372311,443.62984991728985,6265.216461372311,454.62984991729,6265.21646137231,432.6298499172897,,,,,,,True,wall
1587136825Typical floor plan Residential,1587136825Typical floor plan Residential__10,LINE,Wall,27.000000000000227,6270.21646137231,432.6298499172898,6270.216461372311,459.62984991729,9.094947017729282e-13,27.000000000000227,3.368498895455261e-14,6270.216461372311,446.1298499172899,6270.216461372311,459.62984991729,6270.21646137231,432.6298499172898,,,,,,,True,wall
1587136825Typical floor plan Residential,1587136825Typical floor plan Residential__11,LINE,Site,719.9999999999999,6292.216461372311,149.62984991729,6292.216461372312,869.6298499172899,9.094947017729282e-13,719.9999999999999,1.263187085795734e-15,6292.216461372311,509.62984991729,6292.216461372312,869.6298499172899,6292.216461372311,149.62984991729,,,,,,,True,other
1587136825Typical floor plan Residential,1587136825Typical floor plan Residential__12,LINE,Door,53.58913258300811,5817.712416634506,108.040717334282,5817.712416634506,161.6298499172901,0.0,53.58913258300811,0.0,5817.712416634506,134.83528362578605,5817.712416634506,161.6298499172901,5817.712416634506,108.040717334282,,,,,,,True,door
