file_id,entity_id,entity_type,raw_layer,length,bbox_x_min,bbox_y_min,bbox_x_max,bbox_y_max,bbox_width,bbox_height,aspect_ratio,center_x,center_y,start_x,start_y,end_x,end_y,radius,start_angle,end_angle,n_vertices,is_closed,text_content,is_geometric,weak_label
14524557351136-Student accomodation floor plan,14524557351136-Student accomodation floor plan__0,INSERT,ASHADE,,,,,,,,,,,,,,,,,,,,,False,other
14524557351136-Student accomodation floor plan,14524557351136-Student accomodation floor plan__1,INSERT,ASHADE,,,,,,,,,,,,,,,,,,,,,False,other
14524557351136-Student accomodation floor plan,14524557351136-Student accomodation floor plan__2,INSERT,ASHADE,,,,,,,,,,,,,,,,,,,,,False,other
14524557351136-Student accomodation floor plan,14524557351136-Student accomodation floor plan__3,INSERT,ASHADE,,,,,,,,,,,,,,,,,,,,,False,other
14524557351136-Student accomodation floor plan,14524557351136-Student accomodation floor plan__4,INSERT,ASHADE,,,,,,,,,,,,,,,,,,,,,False,other
14524557351136-Student accomodation floor plan,14524557351136-Student accomodation floor plan__5,INSERT,ASHADE,,,,,,,,,,,,,,,,,,,,,False,other
14524557351136-Student accomodation floor plan,14524557351136-Student accomodation floor plan__6,INSERT,ASHADE,,,,,,,,,,,,,,,,,,,,,False,other
14524557351136-Student accomodation floor plan,14524557351136-Student accomodation floor plan__7,INSERT,ASHADE,,,,,,,,,,,,,,,,,,,,,False,other
14524557351136-Student accomodation floor plan,14524557351136-Student accomodation floor plan__8,INSERT,ASHADE,,,,,,,,,,,,,,,,,,,,,False,other
14524557351136-Student accomodation floor plan,14524557351136-Student accomodation floor plan__9,INSERT,ASHADE,,,,,,,,,,,,,,,,,,,,,False,other
14524557351136-Student accomodation floor plan,14524557351136-Student accomodation floor plan__10,INSERT,ASHADE,,,,,,,,,,,,,,,,,,,,,False,other
14524557351136-Student accomodation floor plan,14524557351136-Student accomodation floor plan__11,INSERT,ASHADE,,,,,,,,,,,,,,,,,,,,,False,other
14524557351136-Student accomodation floor plan,14524557351136-Student accomodation floor plan__12,INSERT,ASHADE,,,,,,,,,,,,,,,,,,,,,False,other
